gender,country,city,stadium,year,date,time_local,lat,lon,match_date,day_wbgt_mean_C,day_wbgt_min_C,day_wbgt_max_C,game_wbgt_mean_C,game_wbgt_min_C,game_wbgt_max_C,game_hrs_ge32_FIFA,game_hrs_ge28_FIFPRO_postpone,game_hrs_ge26_FIFPRO_breaks,game_hrs_over_p75_clim,game_hrs_over_p90_clim,game_hrs_over_p95_clim,game_hrs_over_max_clim
Men,South Korea / Japan,Sapporo,Sapporo Dome,2002,2026-06-07,20:30:00,43.013417,141.412028,2002-06-07,16.9,11.79,21.82,14.56,13.75,14.96,0.0,0.0,0.0,4.0,3.0,0.0,0.0
Men,South Korea / Japan,Daegu,Daegu Main Stadium,2002,2026-06-08,15:30:00,35.829442,128.690302,2002-06-08,21.32,17.14,26.98,24.84,22.9,26.52,0.0,0.0,1.0,2.0,0.0,0.0,0.0
Men,South Korea / Japan,Ibaraki,Kashima Soccer Stadium,2002,2026-06-08,18:00:00,35.998383,140.641678,2002-06-08,20.73,18.47,23.9,20.11,19.13,21.71,0.0,0.0,0.0,5.0,0.0,0.0,0.0
Men,South Korea / Japan,Seogwipo,Jeju World Cup Stadium,2002,2026-06-08,20:30:00,33.245867,126.492589,2002-06-08,23.23,18.81,29.07,20.67,20.46,20.89,0.0,0.0,0.0,4.0,4.0,4.0,0.0
Men,South Korea / Japan,Sapporo,Sapporo Dome,2002,2026-06-09,15:30:00,43.013417,141.412028,2002-06-09,14.72,9.68,17.89,14.67,13.25,16.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,South Korea / Japan,Incheon,Incheon Munhak Stadium,2002,2026-06-09,18:00:00,37.437725,126.725058,2002-06-09,20.5,15.78,25.83,20.14,18.43,23.83,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Men,South Korea / Japan,Yokohama,Nissan Stadium,2002,2026-06-09,20:30:00,35.51004,139.60625,2002-06-09,20.38,18.38,25.26,18.65,18.38,18.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,South Korea / Japan,Daegu,Daegu Main Stadium,2002,2026-06-10,15:30:00,35.829442,128.690302,2002-06-10,19.83,13.18,24.55,22.45,22.12,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,South Korea / Japan,Oita,Ōita Bank Dome,2002,2026-06-10,18:00:00,33.200817,131.656213,2002-06-10,22.24,19.46,25.25,22.17,21.52,22.99,0.0,0.0,0.0,4.0,2.0,2.0,0.0
Men,South Korea / Japan,Jeonju,Jeonju World Cup Stadium,2002,2026-06-10,20:30:00,35.874356,127.058306,2002-06-10,21.7,15.87,26.23,23.21,23.14,23.28,0.0,0.0,0.0,4.0,4.0,4.0,3.0
Men,South Korea / Japan,Incheon,Incheon Munhak Stadium,2002,2026-06-11,15:30:00,37.437725,126.725058,2002-06-11,19.65,16.18,23.12,22.45,20.67,23.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,South Korea / Japan,Suwon,Suwon World Cup Stadium,2002,2026-06-11,15:30:00,37.286672,127.037328,2002-06-11,19.65,14.74,22.73,22.12,20.73,22.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,South Korea / Japan,Yokohama,Nissan Stadium,2002,2026-06-11,20:30:00,35.51004,139.60625,2002-06-11,22.05,17.59,26.22,21.89,21.82,21.96,0.0,0.0,0.0,4.0,4.0,4.0,0.0
Men,South Korea / Japan,Shizuoka,Shizuoka Stadium Ecopa,2002,2026-06-11,20:30:00,34.741035,137.969439,2002-06-11,22.36,18.65,26.09,22.4,22.23,22.5,0.0,0.0,0.0,4.0,4.0,4.0,0.0
Men,South Korea / Japan,Miyagi,Miyagi Stadium,2002,2026-06-12,15:30:00,38.334799,140.950874,2002-06-12,15.16,12.62,18.36,15.64,14.23,16.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,South Korea / Japan,Osaka,Yanmar Stadium Nagai,2002,2026-06-12,15:30:00,34.611672,135.518428,2002-06-12,22.86,18.77,26.2,24.01,23.07,24.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,South Korea / Japan,Daejeon,Daejeon World Cup Stadium,2002,2026-06-12,20:30:00,36.36504,127.325158,2002-06-12,17.64,10.82,23.83,18.62,18.47,18.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,South Korea / Japan,Seogwipo,Jeju World Cup Stadium,2002,2026-06-12,20:30:00,33.245867,126.492589,2002-06-12,21.93,15.9,27.39,21.85,21.78,21.93,0.0,0.0,0.0,4.0,4.0,4.0,0.0
Men,South Korea / Japan,Suwon,Suwon World Cup Stadium,2002,2026-06-13,15:30:00,37.286672,127.037328,2002-06-13,18.4,15.54,21.7,20.77,19.47,21.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,South Korea / Japan,Seoul,Seoul World Cup Stadium,2002,2026-06-13,15:30:00,37.56823,126.897244,2002-06-13,18.68,15.98,21.7,21.05,19.96,21.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,South Korea / Japan,Oita,Ōita Bank Dome,2002,2026-06-13,20:30:00,33.200817,131.656213,2002-06-13,23.04,19.54,27.09,21.42,21.27,21.7,0.0,0.0,0.0,4.0,4.0,0.0,0.0
Men,South Korea / Japan,Yokohama,Nissan Stadium,2002,2026-06-13,20:30:00,35.51004,139.60625,2002-06-13,18.36,17.36,20.69,18.17,18.04,18.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,South Korea / Japan,Osaka,Yanmar Stadium Nagai,2002,2026-06-14,15:30:00,34.611672,135.518428,2002-06-14,23.01,18.74,27.11,25.68,24.69,26.47,0.0,0.0,2.0,4.0,0.0,0.0,0.0
Men,South Korea / Japan,Shizuoka,Shizuoka Stadium Ecopa,2002,2026-06-14,15:30:00,34.741035,137.969439,2002-06-14,21.56,18.95,25.01,23.18,22.15,24.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,South Korea / Japan,Incheon,Incheon Munhak Stadium,2002,2026-06-14,20:30:00,37.437725,126.725058,2002-06-14,18.99,15.04,23.42,17.61,17.33,17.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,South Korea / Japan,Daejeon,Daejeon World Cup Stadium,2002,2026-06-14,20:30:00,36.36504,127.325158,2002-06-14,18.16,13.04,23.99,16.65,16.29,17.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,South Korea / Japan,Seogwipo,Jeju World Cup Stadium,2002,2026-06-15,15:30:00,33.245867,126.492589,2002-06-15,21.07,17.71,24.28,23.91,23.21,24.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,South Korea / Japan,Niigata,Denka Big Swan Stadium,2002,2026-06-15,20:30:00,37.881344,139.059087,2002-06-15,20.92,18.72,24.02,18.92,18.72,19.12,0.0,0.0,0.0,4.0,0.0,0.0,0.0
Men,South Korea / Japan,Oita,Ōita Bank Dome,2002,2026-06-16,15:30:00,33.200817,131.656213,2002-06-16,22.58,19.07,26.33,25.45,24.03,26.33,0.0,0.0,1.0,4.0,2.0,1.0,0.0
Men,South Korea / Japan,Suwon,Suwon World Cup Stadium,2002,2026-06-16,20:30:00,37.286672,127.037328,2002-06-16,20.0,13.77,29.17,18.06,17.9,18.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,South Korea / Japan,Jeonju,Jeonju World Cup Stadium,2002,2026-06-17,15:30:00,35.874356,127.058306,2002-06-17,21.79,16.31,27.28,25.38,22.79,26.59,0.0,0.0,2.0,2.0,0.0,0.0,0.0
Men,South Korea / Japan,Kobe,NOEVIR Stadium Kobe,2002,2026-06-17,20:30:00,34.657583,135.170444,2002-06-17,22.7,20.3,26.28,21.11,20.97,21.3,0.0,0.0,0.0,3.0,0.0,0.0,0.0
Men,South Korea / Japan,Miyagi,Miyagi Stadium,2002,2026-06-18,15:30:00,38.334799,140.950874,2002-06-18,16.91,15.85,18.19,16.38,16.07,16.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,South Korea / Japan,Daejeon,Daejeon World Cup Stadium,2002,2026-06-18,20:30:00,36.36504,127.325158,2002-06-18,21.86,16.66,28.2,19.44,19.04,19.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,South Korea / Japan,Daejeon,Daejeon World Cup Stadium,2002,2026-06-21,15:30:00,36.36504,127.325158,2002-06-21,22.51,17.46,29.59,25.74,24.01,26.68,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Men,South Korea / Japan,Ulsan,Munsu Cup Stadium,2002,2026-06-21,20:30:00,35.534007,129.259377,2002-06-21,22.44,18.57,28.77,19.56,19.32,19.74,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Men,South Korea / Japan,Gwangju,Guus Hiddink Stadium,2002,2026-06-22,15:30:00,35.133792,126.87595,2002-06-22,22.21,16.58,29.85,26.02,24.95,26.84,0.0,0.0,2.0,1.0,0.0,0.0,0.0
Men,South Korea / Japan,Osaka,Yanmar Stadium Nagai,2002,2026-06-22,20:30:00,34.611672,135.518428,2002-06-22,21.41,16.45,25.44,16.98,16.45,17.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,South Korea / Japan,Seoul,Seoul World Cup Stadium,2002,2026-06-25,20:30:00,37.56823,126.897244,2002-06-25,16.68,13.03,21.75,14.38,14.19,14.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,South Korea / Japan,Saitama,Saitama Stadium 2002,2002,2026-06-26,20:30:00,35.904106,139.720294,2002-06-26,15.7,14.97,17.11,15.15,14.97,15.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,South Korea / Japan,Daegu,Daegu Main Stadium,2002,2026-06-29,20:00:00,35.829442,128.690302,2002-06-29,19.45,11.96,25.26,19.58,19.19,20.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,South Korea / Japan,Yokohama,Nissan Stadium,2002,2026-06-30,20:00:00,35.51004,139.60625,2002-06-30,21.37,18.94,25.24,20.73,20.41,20.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Women,United States,Philadelphia,Lincoln Financial Field,2003,2026-09-20,12:00:00,39.9008,-75.1675,2003-09-20,21.81,17.42,28.55,26.98,25.21,28.55,0.0,1.0,4.0,5.0,2.0,1.0,0.0
Women,United States,Philadelphia,Lincoln Financial Field,2003,2026-09-20,14:45:00,39.9008,-75.1675,2003-09-20,21.81,17.42,28.55,24.79,22.56,26.24,0.0,0.0,1.0,4.0,0.0,0.0,0.0
Women,United States,Columbus,Columbus Crew Stadium,2003,2026-09-20,17:45:00,39.9691,-83.0177,2003-09-20,14.88,8.02,23.63,14.58,12.35,18.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Women,United States,Columbus,Columbus Crew Stadium,2003,2026-09-20,20:30:00,39.9691,-83.0177,2003-09-20,14.88,8.02,23.63,10.96,10.3,12.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Women,United States,Washington,Robert F. Kennedy Memorial Stadium,2003,2026-09-21,12:30:00,38.8898,-76.9663,2003-09-21,20.41,15.66,26.12,25.21,24.37,25.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Women,United States,Washington,Robert F. Kennedy Memorial Stadium,2003,2026-09-21,15:15:00,38.8898,-76.9663,2003-09-21,20.41,15.66,26.12,24.17,22.04,26.12,0.0,0.0,1.0,1.0,1.0,1.0,0.0
Women,United States,Carson,The Home Depot Center,2003,2026-09-21,17:30:00,33.8644,-118.2611,2003-09-21,20.33,16.18,25.77,19.57,17.8,22.83,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Women,United States,Carson,The Home Depot Center,2003,2026-09-21,20:15:00,33.8644,-118.2611,2003-09-21,20.33,16.18,25.77,17.89,17.8,18.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Women,United States,Washington,Robert F. Kennedy Memorial Stadium,2003,2026-09-24,17:00:00,38.8898,-76.9663,2003-09-24,16.55,10.79,24.57,17.67,15.35,21.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Women,United States,Columbus,Columbus Crew Stadium,2003,2026-09-24,17:45:00,39.9691,-83.0177,2003-09-24,14.0,6.78,20.7,16.7,15.47,18.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Women,United States,Washington,Robert F. Kennedy Memorial Stadium,2003,2026-09-24,19:45:00,38.8898,-76.9663,2003-09-24,16.55,10.79,24.57,15.01,13.85,15.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Women,United States,Columbus,Columbus Crew Stadium,2003,2026-09-24,20:30:00,39.9691,-83.0177,2003-09-24,14.0,6.78,20.7,14.63,13.79,15.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Women,United States,Carson,The Home Depot Center,2003,2026-09-25,16:15:00,33.8644,-118.2611,2003-09-25,18.78,15.64,22.83,19.66,17.03,21.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Women,United States,Philadelphia,Lincoln Financial Field,2003,2026-09-25,16:45:00,39.9008,-75.1675,2003-09-25,19.39,14.27,24.83,21.08,19.32,23.24,0.0,0.0,0.0,4.0,0.0,0.0,0.0
Women,United States,Carson,The Home Depot Center,2003,2026-09-25,19:00:00,33.8644,-118.2611,2003-09-25,18.78,15.64,22.83,17.38,16.99,18.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Women,United States,Philadelphia,Lincoln Financial Field,2003,2026-09-25,19:30:00,39.9008,-75.1675,2003-09-25,19.39,14.27,24.83,18.8,17.6,19.34,0.0,0.0,0.0,4.0,0.0,0.0,0.0
Women,United States,Washington,Robert F. Kennedy Memorial Stadium,2003,2026-09-27,12:45:00,38.8898,-76.9663,2003-09-27,21.47,17.21,26.29,25.69,25.37,26.21,0.0,0.0,1.0,4.0,0.0,0.0,0.0
Women,United States,Foxborough,Gillette Stadium,2003,2026-09-27,12:45:00,42.0909,-71.2643,2003-09-27,19.41,15.2,24.52,24.36,24.26,24.52,0.0,0.0,0.0,4.0,3.0,0.0,0.0
Women,United States,Foxborough,Gillette Stadium,2003,2026-09-27,15:30:00,42.0909,-71.2643,2003-09-27,19.41,15.2,24.52,22.55,19.6,24.52,0.0,0.0,0.0,4.0,4.0,1.0,0.0
Women,United States,Washington,Robert F. Kennedy Memorial Stadium,2003,2026-09-27,15:30:00,38.8898,-76.9663,2003-09-27,21.47,17.21,26.29,23.86,21.37,25.37,0.0,0.0,0.0,4.0,1.0,0.0,0.0
Women,United States,Columbus,Columbus Crew Stadium,2003,2026-09-28,13:00:00,39.9691,-83.0177,2003-09-28,9.75,6.42,13.52,12.91,11.66,13.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Women,United States,Columbus,Columbus Crew Stadium,2003,2026-09-28,15:45:00,39.9691,-83.0177,2003-09-28,9.75,6.42,13.52,11.11,8.9,12.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Women,United States,Portland,PGE Park,2003,2026-09-28,17:15:00,45.5215,-122.6919,2003-09-28,19.09,11.33,29.3,19.78,14.26,28.41,0.0,1.0,1.0,4.0,2.0,1.0,1.0
Women,United States,Portland,PGE Park,2003,2026-09-28,20:00:00,45.5215,-122.6919,2003-09-28,19.09,11.33,29.3,14.64,14.26,15.25,0.0,0.0,0.0,5.0,3.0,3.0,0.0
Women,United States,Foxborough,Gillette Stadium,2003,2026-10-01,16:30:00,42.0909,-71.2643,2003-10-01,10.37,6.39,14.99,12.2,10.11,14.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Women,United States,Foxborough,Gillette Stadium,2003,2026-10-01,19:30:00,42.0909,-71.2643,2003-10-01,10.37,6.39,14.99,9.59,9.22,10.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Women,United States,Portland,PGE Park,2003,2026-10-02,16:30:00,45.5215,-122.6919,2003-10-02,15.17,12.25,20.08,16.55,12.43,19.45,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Women,United States,Portland,PGE Park,2003,2026-10-02,19:30:00,45.5215,-122.6919,2003-10-02,15.17,12.25,20.08,13.04,12.43,13.45,0.0,0.0,0.0,2.0,1.0,0.0,0.0
Women,United States,Portland,PGE Park,2003,2026-10-05,16:30:00,45.5215,-122.6919,2003-10-05,15.8,10.91,23.95,17.34,10.91,21.79,0.0,0.0,0.0,3.0,0.0,0.0,0.0
Women,United States,Portland,PGE Park,2003,2026-10-05,19:30:00,45.5215,-122.6919,2003-10-05,15.8,10.91,23.95,11.33,10.91,11.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Women,United States,Carson,The Home Depot Center,2003,2026-10-11,12:30:00,33.8644,-118.2611,2003-10-11,19.17,16.03,23.81,22.7,21.88,23.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Women,United States,Carson,The Home Depot Center,2003,2026-10-12,10:00:00,33.8644,-118.2611,2003-10-12,19.23,15.77,23.74,22.99,22.63,23.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,Germany,Munich,Allianz Arena,2006,2026-06-09,18:00:00,48.21876,11.62475,2006-06-09,13.2,4.83,19.25,17.76,16.83,18.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,Germany,Gelsenkirchen,Veltins-Arena,2006,2026-06-09,21:00:00,51.55451,7.06759,2006-06-09,17.72,8.71,25.68,16.8,13.47,21.27,0.0,0.0,0.0,3.0,1.0,0.0,0.0
Men,Germany,Frankfurt,Commerzbank-Arena,2006,2026-06-10,15:00:00,50.06857,8.64546,2006-06-10,17.56,9.26,23.84,23.52,22.75,23.84,0.0,0.0,0.0,5.0,0.0,0.0,0.0
Men,Germany,Dortmund,Signal Iduna Park,2006,2026-06-10,18:00:00,51.49257,7.45184,2006-06-10,18.12,9.6,23.85,22.04,20.05,23.45,0.0,0.0,0.0,5.0,5.0,1.0,0.0
Men,Germany,Hamburg,Volksparkstadion,2006,2026-06-10,21:00:00,53.58716,9.89862,2006-06-10,17.31,9.66,22.62,17.67,14.91,21.09,0.0,0.0,0.0,5.0,2.0,0.0,0.0
Men,Germany,Leipzig,Red Bull Arena,2006,2026-06-11,15:00:00,51.34579,12.34822,2006-06-11,15.9,7.37,21.7,21.53,21.29,21.7,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Men,Germany,Nuremberg,Max-Morlock-Stadion,2006,2026-06-11,18:00:00,49.42611,11.12583,2006-06-11,14.8,8.46,19.94,18.27,16.39,19.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,Germany,Cologne,RheinEnergieSTADION,2006,2026-06-11,21:00:00,50.933497,6.874997,2006-06-11,18.8,13.89,23.53,17.08,14.2,20.81,0.0,0.0,0.0,4.0,0.0,0.0,0.0
Men,Germany,Kaiserslautern,Fritz-Walter-Stadion,2006,2026-06-12,15:00:00,49.43471,7.77646,2006-06-12,17.29,10.88,22.83,22.63,22.45,22.83,0.0,0.0,0.0,5.0,1.0,0.0,0.0
Men,Germany,Gelsenkirchen,Veltins-Arena,2006,2026-06-12,18:00:00,51.55451,7.06759,2006-06-12,18.89,11.73,24.32,23.39,21.67,24.32,0.0,0.0,0.0,5.0,5.0,5.0,0.0
Men,Germany,Hanover,HDI-Arena,2006,2026-06-12,21:00:00,52.36007,9.7312,2006-06-12,18.78,10.25,24.13,19.09,15.94,22.96,0.0,0.0,0.0,5.0,5.0,2.0,0.0
Men,Germany,Frankfurt,Commerzbank-Arena,2006,2026-06-13,15:00:00,50.06857,8.64546,2006-06-13,20.71,12.02,28.46,27.65,26.83,28.46,0.0,2.0,5.0,5.0,5.0,5.0,1.0
Men,Germany,Stuttgart,Mercedes-Benz Arena,2006,2026-06-13,18:00:00,48.79227,9.23203,2006-06-13,19.28,9.71,27.4,24.08,20.75,26.56,0.0,0.0,1.0,5.0,5.0,4.0,0.0
Men,Germany,Berlin,Olympiastadion Berlin,2006,2026-06-13,21:00:00,52.51472,13.23944,2006-06-13,21.51,13.17,29.22,19.11,15.82,23.83,0.0,0.0,0.0,5.0,3.0,2.0,0.0
Men,Germany,Leipzig,Red Bull Arena,2006,2026-06-14,15:00:00,51.34579,12.34822,2006-06-14,21.38,11.72,29.48,28.65,26.42,29.48,0.0,4.0,5.0,5.0,5.0,5.0,4.0
Men,Germany,Munich,Allianz Arena,2006,2026-06-14,18:00:00,48.21876,11.62475,2006-06-14,19.95,9.81,28.16,24.79,23.43,25.52,0.0,0.0,0.0,5.0,5.0,5.0,0.0
Men,Germany,Dortmund,Signal Iduna Park,2006,2026-06-14,21:00:00,51.49257,7.45184,2006-06-14,20.35,14.72,25.28,18.11,16.06,19.95,0.0,0.0,0.0,5.0,3.0,0.0,0.0
Men,Germany,Gelsenkirchen,Veltins-Arena,2006,2026-06-15,15:00:00,51.55451,7.06759,2006-06-15,16.9,14.43,20.04,19.15,18.63,19.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,Germany,Nuremberg,Max-Morlock-Stadion,2006,2026-06-15,18:00:00,49.42611,11.12583,2006-06-15,20.88,12.9,29.0,23.37,20.46,26.09,0.0,0.0,1.0,5.0,5.0,4.0,0.0
Men,Germany,Berlin,Olympiastadion Berlin,2006,2026-06-15,21:00:00,52.51472,13.23944,2006-06-15,21.2,14.93,27.92,20.76,18.93,22.62,0.0,0.0,0.0,5.0,5.0,5.0,2.0
Men,Germany,Gelsenkirchen,Veltins-Arena,2006,2026-06-16,15:00:00,51.55451,7.06759,2006-06-16,13.71,10.33,17.23,16.06,14.29,17.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,Germany,Stuttgart,Mercedes-Benz Arena,2006,2026-06-16,18:00:00,48.79227,9.23203,2006-06-16,20.48,15.04,27.55,21.38,18.86,23.34,0.0,0.0,0.0,5.0,0.0,0.0,0.0
Men,Germany,Hanover,HDI-Arena,2006,2026-06-16,21:00:00,52.36007,9.7312,2006-06-16,15.28,11.72,17.76,12.55,10.71,14.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,Germany,Frankfurt,Commerzbank-Arena,2006,2026-06-17,15:00:00,50.06857,8.64546,2006-06-17,16.69,8.87,23.57,22.94,22.31,23.57,0.0,0.0,0.0,4.0,0.0,0.0,0.0
Men,Germany,Cologne,RheinEnergieSTADION,2006,2026-06-17,18:00:00,50.933497,6.874997,2006-06-17,16.5,8.74,22.49,21.11,19.55,21.68,0.0,0.0,0.0,5.0,1.0,0.0,0.0
Men,Germany,Kaiserslautern,Fritz-Walter-Stadion,2006,2026-06-17,21:00:00,49.43471,7.77646,2006-06-17,16.8,8.62,23.65,16.03,13.4,19.96,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Men,Germany,Nuremberg,Max-Morlock-Stadion,2006,2026-06-18,15:00:00,49.42611,11.12583,2006-06-18,19.05,10.02,26.46,25.71,25.13,26.46,0.0,0.0,2.0,5.0,5.0,3.0,0.0
Men,Germany,Munich,Allianz Arena,2006,2026-06-18,18:00:00,48.21876,11.62475,2006-06-18,21.49,13.98,29.56,25.93,23.35,28.72,0.0,1.0,2.0,5.0,5.0,5.0,0.0
Men,Germany,Leipzig,Red Bull Arena,2006,2026-06-18,21:00:00,51.34579,12.34822,2006-06-18,17.91,9.17,25.92,17.7,15.23,20.88,0.0,0.0,0.0,5.0,0.0,0.0,0.0
Men,Germany,Dortmund,Signal Iduna Park,2006,2026-06-19,15:00:00,51.49257,7.45184,2006-06-19,20.54,17.35,24.51,22.98,21.07,24.51,0.0,0.0,0.0,5.0,2.0,0.0,0.0
Men,Germany,Hamburg,Volksparkstadion,2006,2026-06-19,18:00:00,53.58716,9.89862,2006-06-19,19.86,14.71,27.03,20.67,18.8,23.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0
Men,Germany,Stuttgart,Mercedes-Benz Arena,2006,2026-06-19,21:00:00,48.79227,9.23203,2006-06-19,20.41,15.04,25.42,18.59,17.02,22.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0
Men,Germany,Hanover,HDI-Arena,2006,2026-06-20,16:00:00,52.36007,9.7312,2006-06-20,20.55,16.14,25.08,23.68,22.37,24.79,0.0,0.0,0.0,5.0,4.0,0.0,0.0
Men,Germany,Berlin,Olympiastadion Berlin,2006,2026-06-20,16:00:00,52.51472,13.23944,2006-06-20,22.19,16.24,27.89,25.63,24.56,26.46,0.0,0.0,2.0,5.0,5.0,5.0,0.0
Men,Germany,Kaiserslautern,Fritz-Walter-Stadion,2006,2026-06-20,21:00:00,49.43471,7.77646,2006-06-20,20.12,15.13,25.42,19.3,17.24,21.23,0.0,0.0,0.0,5.0,5.0,3.0,0.0
Men,Germany,Cologne,RheinEnergieSTADION,2006,2026-06-20,21:00:00,50.933497,6.874997,2006-06-20,20.08,16.13,23.69,19.29,18.05,21.13,0.0,0.0,0.0,5.0,3.0,1.0,0.0
Men,Germany,Gelsenkirchen,Veltins-Arena,2006,2026-06-21,16:00:00,51.55451,7.06759,2006-06-21,16.71,15.29,18.62,17.07,16.92,17.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,Germany,Leipzig,Red Bull Arena,2006,2026-06-21,16:00:00,51.34579,12.34822,2006-06-21,21.49,17.64,25.55,24.38,23.22,25.45,0.0,0.0,0.0,5.0,5.0,0.0,0.0
Men,Germany,Munich,Allianz Arena,2006,2026-06-21,21:00:00,48.21876,11.62475,2006-06-21,22.29,17.98,27.83,19.3,17.59,21.44,0.0,0.0,0.0,5.0,3.0,2.0,0.0
Men,Germany,Frankfurt,Commerzbank-Arena,2006,2026-06-21,21:00:00,50.06857,8.64546,2006-06-21,20.08,15.8,23.41,17.46,15.27,20.69,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Men,Germany,Nuremberg,Max-Morlock-Stadion,2006,2026-06-22,16:00:00,49.42611,11.12583,2006-06-22,17.82,14.51,20.66,19.21,18.49,19.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,Germany,Hamburg,Volksparkstadion,2006,2026-06-22,16:00:00,53.58716,9.89862,2006-06-22,14.6,11.26,16.52,15.64,15.33,16.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,Germany,Dortmund,Signal Iduna Park,2006,2026-06-22,21:00:00,51.49257,7.45184,2006-06-22,13.64,10.34,15.92,12.12,10.76,13.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,Germany,Stuttgart,Mercedes-Benz Arena,2006,2026-06-22,21:00:00,48.79227,9.23203,2006-06-22,17.24,14.11,19.57,15.11,13.68,17.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,Germany,Kaiserslautern,Fritz-Walter-Stadion,2006,2026-06-23,16:00:00,49.43471,7.77646,2006-06-23,14.74,8.15,21.5,20.36,18.52,21.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,Germany,Berlin,Olympiastadion Berlin,2006,2026-06-23,16:00:00,52.51472,13.23944,2006-06-23,15.12,10.12,18.86,17.42,17.1,18.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,Germany,Cologne,RheinEnergieSTADION,2006,2026-06-23,21:00:00,50.933497,6.874997,2006-06-23,15.48,9.16,22.39,14.11,11.54,16.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,Germany,Hanover,HDI-Arena,2006,2026-06-23,21:00:00,52.36007,9.7312,2006-06-23,14.43,9.18,18.31,13.74,11.09,16.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men,Germany,Munich,Allianz Arena,2006,2026-06-24,17:00:00,48.21876,11.62475,2006-06-24,21.41,13.68,29.13,26.72,24.43,28.83,0.0,2.0,3.0,5.0,5.0,5.0,0.0
Men,Germany,Leipzig,Red Bull Arena,2006,2026-06-24,21:00:00,51.34579,12.34822,2006-06-24,18.25,10.77,25.46,18.55,15.59,21.54,0.0,0.0,0.0,5.0,2.0,0.0,0.0
